episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
501, 2481.721526414156, 1, 1.7594966819997353, 46, 497390,                                             497390, 33.34370040893555, 476.8966064453125
502, -5892.1191029548645, 3, 24.89317476100041, 804, 498194,                                             498194, 28.924102783203125, 470.7391662597656
503, -4317.3129987716675, 3, 23.8275779229989, 787, 498981,                                             498981, 29.11678123474121, 472.7736511230469
504, -4507.2577470541, 3, 21.162076829001307, 667, 499648,                                             499648, 28.796236038208008, 472.7738342285156
505, -5401.530593395233, 2, 32.657563557000685, 1074, 500722,                                             500722, 29.59427833557129, 472.9637756347656
506, -5856.5180723667145, 3, 31.02041360899966, 869, 501591,                                             501591, 28.837894439697266, 472.5594482421875
507, -6996.315548181534, 4, 56.988225017999866, 1473, 503064,                                             503064, 29.389421463012695, 472.1852111816406
508, -4770.123781442642, 3, 27.809362484000303, 733, 503797,                                             503797, 28.046499252319336, 471.29156494140625
509, -5822.188398301601, 4, 56.749020347000624, 1643, 505440,                                             505440, 28.834375381469727, 470.59246826171875
510, -4531.199996709824, 3, 26.738078612001118, 694, 506134,                                             506134, 28.971384048461914, 470.75921630859375
511, 1426.1377747058868, 1, 15.874757949999548, 391, 506525,                                             506525, 28.90119171142578, 471.33795166015625
512, -3217.5694292783737, 3, 19.02905164599906, 500, 507025,                                             507025, 28.262191772460938, 472.45831298828125
513, 1348.260974228382, 1, 15.349751955000102, 385, 507410,                                             507410, 28.237606048583984, 469.3485107421875
514, -3763.8544738292694, 3, 12.394530002000465, 313, 507723,                                             507723, 28.728612899780273, 469.874755859375
515, -3832.875479221344, 3, 19.576578690999668, 505, 508228,                                             508228, 28.576671600341797, 470.2046203613281
516, -3203.7323858737946, 2, 11.963543112999105, 314, 508542,                                             508542, 28.008167266845703, 471.0829162597656
517, -5630.426406502724, 3, 26.534210174999316, 693, 509235,                                             509235, 28.72831916809082, 469.6971130371094
518, -4472.739531517029, 4, 55.06295351500012, 1420, 510655,                                             510655, 28.781864166259766, 468.8316345214844
519, -4947.265675663948, 3, 32.84119567900052, 858, 511513,                                             511513, 28.963279724121094, 469.6267395019531
520, -5456.013671755791, 3, 36.852324942999985, 949, 512462,                                             512462, 28.914093017578125, 469.4892883300781
521, -4129.819599211216, 3, 22.529809549001584, 578, 513040,                                             513040, 28.9680233001709, 472.1701354980469
522, 2385.348424434662, 1, 4.334105096000712, 108, 513148,                                             513148, 29.12646484375, 470.470947265625
523, -4633.890881717205, 3, 27.360508392001066, 702, 513850,                                             513850, 28.595624923706055, 469.8216552734375
524, -4386.89015352726, 3, 27.586470358999577, 716, 514566,                                             514566, 28.843034744262695, 467.89813232421875
525, -5029.377593159676, 3, 30.35733058400001, 787, 515353,                                             515353, 29.326290130615234, 469.43304443359375
526, -2456.1063216924667, 1, 52.70752253899991, 1369, 516722,                                             516722, 29.01388168334961, 469.1169738769531
527, -4515.37895077467, 3, 32.353670986, 833, 517555,                                             517555, 29.394254684448242, 468.83599853515625
528, -5235.346579313278, 4, 54.078413758999886, 1396, 518951,                                             518951, 28.59627342224121, 469.3045654296875
529, -4765.225789666176, 3, 28.38610565700037, 743, 519694,                                             519694, 28.69781494140625, 469.28912353515625
530, -4237.046831071377, 4, 53.37546427400048, 1388, 521082,                                             521082, 29.24247932434082, 468.9786071777344
531, -4454.502359390259, 4, 55.13918734000072, 1453, 522535,                                             522535, 28.91667366027832, 468.14141845703125
532, -4824.280128836632, 4, 53.61490495600083, 1377, 523912,                                             523912, 28.53278160095215, 468.57257080078125
533, -4819.5388605594635, 3, 29.386474696999358, 769, 524681,                                             524681, 29.248767852783203, 469.7074890136719
534, -5855.673788547516, 2, 44.14764138400096, 1153, 525834,                                             525834, 28.145296096801758, 466.24261474609375
535, -4525.816099047661, 3, 26.9573236010001, 694, 526528,                                             526528, 29.44059944152832, 470.3829345703125
536, -5823.338361978531, 4, 54.04765657200005, 1419, 527947,                                             527947, 28.921403884887695, 466.6141357421875
537, -4558.511628508568, 3, 27.930272356001296, 730, 528677,                                             528677, 28.241119384765625, 465.19110107421875
538, -4637.799040675163, 4, 53.418774398000096, 1391, 530068,                                             530068, 28.973590850830078, 466.0009460449219
539, -4666.1408751010895, 3, 28.803158420998443, 749, 530817,                                             530817, 28.842443466186523, 465.0294189453125
540, -4784.110812902451, 4, 56.601346297999044, 1470, 532287,                                             532287, 28.620235443115234, 466.85382080078125
541, -4427.201749444008, 3, 25.275004852001075, 651, 532938,                                             532938, 28.47979164123535, 464.3283386230469
542, -4635.019710898399, 3, 28.931042595999315, 758, 533696,                                             533696, 28.14826202392578, 463.72320556640625
543, -4903.99557185173, 4, 55.12952756800041, 1417, 535113,                                             535113, 27.945945739746094, 464.5512390136719
544, -4942.3305151462555, 3, 31.588271497999813, 821, 535934,                                             535934, 28.33634376525879, 462.50689697265625
545, -5730.6532391905785, 4, 56.34885266699894, 1686, 537620,                                             537620, 28.01226806640625, 463.04656982421875
546, -5246.820850372314, 3, 28.723855238000397, 958, 538578,                                             538578, 27.51645278930664, 463.29595947265625
547, -8468.425798296928, 3, 26.507788291999532, 894, 539472,                                             539472, 28.25309181213379, 462.4506530761719
548, -6682.09287405014, 4, 52.80383337600142, 1776, 541248,                                             541248, 27.748292922973633, 463.4906005859375
549, -5679.71188890934, 3, 29.163182237, 983, 542231,                                             542231, 27.823963165283203, 464.4319152832031
550, -6708.282803654671, 4, 55.771599355000944, 1898, 544129,                                             544129, 27.927814483642578, 462.9798583984375
551, 2305.987624526024, 1, 4.521510221999051, 154, 544283,                                             544283, 26.413860321044922, 460.4929504394531
552, -5793.525863945484, 4, 54.51402441800019, 1833, 546116,                                             546116, 27.812952041625977, 464.15472412109375
553, -2944.6317150592804, 2, 7.53818177499852, 247, 546363,                                             546363, 27.889081954956055, 463.5999755859375
554, -4651.9361255168915, 3, 23.550776489999407, 792, 547155,                                             547155, 27.51754379272461, 461.6671447753906
555, -6189.369310259819, 2, 29.170725621999736, 994, 548149,                                             548149, 27.814598083496094, 462.3966979980469
556, -5227.355153441429, 4, 52.725370083997404, 1781, 549930,                                             549930, 27.861122131347656, 461.17266845703125
557, -7020.004604935646, 4, 54.86781373099802, 1840, 551770,                                             551770, 27.413799285888672, 461.4637145996094
558, -2967.112096488476, 2, 7.33308131299782, 244, 552014,                                             552014, 26.524686813354492, 460.56536865234375
559, -10332.038454592228, 4, 56.38792343499881, 1925, 553939,                                             553939, 27.72097396850586, 460.86614990234375
560, -5702.897790431976, 4, 54.376085774001695, 1840, 555779,                                             555779, 27.55658721923828, 460.4798583984375
561, -7049.256125092506, 3, 33.26980676200037, 1106, 556885,                                             556885, 27.625669479370117, 462.250732421875
562, -5847.15707218647, 3, 30.695135730999027, 1017, 557902,                                             557902, 27.205034255981445, 459.9791564941406
563, -3281.897457242012, 2, 8.938369057999807, 296, 558198,                                             558198, 26.59141731262207, 459.8416442871094
564, -4988.309483528137, 3, 27.71050669900069, 921, 559119,                                             559119, 27.202428817749023, 460.6915588378906
565, -6878.166877985001, 2, 38.69358763499986, 1298, 560417,                                             560417, 27.673587799072266, 459.7775573730469
566, 82.6051636338234, 1, 27.039755775997037, 901, 561318,                                             561318, 27.2216739654541, 460.5142517089844
567, -5484.694615364075, 2, 23.115797300997656, 754, 562072,                                             562072, 27.241111755371094, 458.4706115722656
568, -4675.435330986977, 3, 24.180756393001502, 805, 562877,                                             562877, 27.548358917236328, 461.22186279296875
569, -5982.32121270895, 4, 54.17043588699744, 1921, 564798,                                             564798, 27.566211700439453, 461.3390808105469
570, -5192.024109899998, 4, 52.8051172580017, 1713, 566511,                                             566511, 28.022319793701172, 460.9505310058594
571, -4133.785584330559, 3, 9.196698353000102, 309, 566820,                                             566820, 27.287105560302734, 460.1874084472656
572, -5111.281579256058, 3, 27.509223008000845, 935, 567755,                                             567755, 27.49422264099121, 460.5691223144531
573, 1132.716761469841, 1, 16.043486863, 538, 568293,                                             568293, 27.352767944335938, 458.4319763183594
574, -2779.9535576701164, 3, 6.7369498389998625, 220, 568513,                                             568513, 27.372159957885742, 458.3656005859375
575, -5289.914844572544, 3, 32.360735771999316, 1085, 569598,                                             569598, 27.976112365722656, 460.0447998046875
576, -5240.458373606205, 3, 28.78909993200068, 964, 570562,                                             570562, 27.184993743896484, 461.1136474609375
577, -4851.339775800705, 2, 14.94207192400063, 488, 571050,                                             571050, 28.02806854248047, 461.5106201171875
578, -7226.571002483368, 3, 37.062068347000604, 1249, 572299,                                             572299, 27.584226608276367, 462.1682434082031
579, -6257.836932420731, 4, 53.358706093000364, 1786, 574085,                                             574085, 27.843233108520508, 460.1552429199219
580, -5823.393681406975, 3, 37.89049509899996, 1276, 575361,                                             575361, 28.141172409057617, 461.33502197265625
581, -2020.1680172979832, 1, 37.66890264799804, 1264, 576625,                                             576625, 28.222557067871094, 461.9068298339844
582, -6506.46642434597, 3, 42.87717121499736, 1444, 578069,                                             578069, 27.942718505859375, 459.66876220703125
583, -5507.2994104623795, 3, 31.799559438997676, 1059, 579128,                                             579128, 28.09305763244629, 460.7051696777344
584, -5908.923365354538, 2, 29.04573012200126, 975, 580103,                                             580103, 27.456558227539062, 459.02801513671875
585, -5304.991883158684, 3, 27.40551163499913, 918, 581021,                                             581021, 28.43532943725586, 461.5132751464844
586, -5650.264857649803, 3, 24.45549261799897, 767, 581788,                                             581788, 28.20154571533203, 460.5103759765625
587, -3430.692035675049, 2, 9.136076900002081, 296, 582084,                                             582084, 28.125102996826172, 459.11920166015625
588, -7224.583181202412, 2, 38.71183349000057, 1307, 583391,                                             583391, 28.021474838256836, 461.2665100097656
589, -5893.820489704609, 3, 28.476747275999514, 963, 584354,                                             584354, 28.055585861206055, 461.25677490234375
590, 1531.4528114795685, 1, 11.327226379999047, 374, 584728,                                             584728, 28.64849281311035, 459.9002380371094
591, -6258.639323472977, 4, 54.30434498500108, 1829, 586557,                                             586557, 27.683189392089844, 459.11505126953125
592, -5596.829557657242, 3, 30.764707540998643, 1019, 587576,                                             587576, 27.81884765625, 459.4839782714844
593, -3356.9544036388397, 3, 8.934804298998642, 300, 587876,                                             587876, 27.282957077026367, 458.0284423828125
594, -5424.216237723827, 3, 34.66315043400027, 1162, 589038,                                             589038, 27.939579010009766, 457.79217529296875
595, -9603.662806272507, 4, 56.441250171999855, 1899, 590937,                                             590937, 27.264636993408203, 458.14776611328125
596, -144.48111069202423, 1, 28.654691838997678, 951, 591888,                                             591888, 28.00659942626953, 457.9255676269531
597, -9006.304372310638, 3, 54.962561070002266, 1822, 593710,                                             593710, 27.94729995727539, 458.2580871582031
598, -6611.173704624176, 3, 32.66115203300069, 1095, 594805,                                             594805, 27.626291275024414, 455.7835388183594
599, -5546.590902984142, 3, 31.23028444099691, 1043, 595848,                                             595848, 27.229141235351562, 457.2365417480469
600, -5095.505673646927, 3, 27.841069509999215, 931, 596779,                                             596779, 27.246570587158203, 455.7567138671875
601, -5346.456293642521, 4, 54.44949583400012, 1772, 598551,                                             598551, 27.546138763427734, 455.9001159667969
602, -4610.761453986168, 3, 23.168522636999114, 761, 599312,                                             599312, 27.96586036682129, 457.4886779785156
603, -5979.415622472763, 3, 31.668187215000216, 1057, 600369,                                             600369, 27.594541549682617, 457.4887390136719
604, -6397.564160764217, 3, 27.576230607999605, 915, 601284,                                             601284, 28.50714683532715, 458.76715087890625
605, -6896.491986453533, 4, 54.502275098999235, 1831, 603115,                                             603115, 28.112199783325195, 458.49676513671875
606, -5874.237882971764, 3, 31.53915134699855, 1038, 604153,                                             604153, 27.93316650390625, 458.7606201171875
607, -3018.464917898178, 3, 8.942139519000193, 292, 604445,                                             604445, 27.032390594482422, 455.9041748046875
608, -6845.431901395321, 4, 54.92336157200043, 1835, 606280,                                             606280, 27.59162139892578, 457.4827880859375
609, -5260.696904659271, 3, 27.381706406999, 912, 607192,                                             607192, 27.15550422668457, 456.2821044921875
610, -7233.724638223648, 2, 44.02796563700031, 1455, 608647,                                             608647, 27.794363021850586, 457.86474609375
611, 820.745132535696, 1, 20.159715516998403, 646, 609293,                                             609293, 27.424846649169922, 457.8764953613281
612, -3194.773644924164, 3, 7.71785320699928, 239, 609532,                                             609532, 27.590452194213867, 457.08135986328125
613, 1162.8907397091389, 1, 17.345999425000628, 565, 610097,                                             610097, 28.101699829101562, 456.6618347167969
614, -3226.9313158988953, 3, 9.926699432999158, 323, 610420,                                             610420, 27.785228729248047, 457.3368225097656
615, -5187.610165655613, 2, 29.517764270000043, 973, 611393,                                             611393, 27.751352310180664, 456.427734375
616, -6148.109136223793, 2, 21.747529813001165, 718, 612111,                                             612111, 27.750465393066406, 455.11712646484375
617, -5160.033669233322, 3, 25.17420780500106, 819, 612930,                                             612930, 27.80032730102539, 457.1368408203125
618, -5694.475284963846, 1, 46.32513607100191, 1538, 614468,                                             614468, 28.20205307006836, 456.46484375
619, -5191.98006939888, 2, 16.94149572600145, 545, 615013,                                             615013, 28.44051742553711, 456.8957824707031
620, 2299.786690056324, 1, 6.200277960000676, 195, 615208,                                             615208, 27.56298065185547, 453.4053649902344
621, -5975.644966006279, 4, 53.15384707799967, 1766, 616974,                                             616974, 28.255687713623047, 456.1112060546875
622, -5447.388826429844, 3, 32.06889121800123, 1032, 618006,                                             618006, 27.80803871154785, 456.1344299316406
623, -5395.434906005859, 4, 55.15626898100163, 1816, 619822,                                             619822, 28.14042091369629, 457.2607421875
624, -6224.978699564934, 4, 54.469179067997175, 1801, 621623,                                             621623, 28.334400177001953, 456.7489318847656
625, -6248.60087120533, 4, 53.38081679199968, 1746, 623369,                                             623369, 27.679672241210938, 457.27569580078125
