episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1201, 2480.6195118278265, 1, 3.6681862699999783, 48, 1107318,                                             1000000, 30.284683227539062, 404.1817932128906
1202, -3059.402723789215, 3, 7.867431943000042, 216, 1107534,                                             1000000, 26.21497917175293, 403.6228332519531
1203, 2306.3421513438225, 1, 6.284305590999907, 172, 1107706,                                             1000000, 27.047027587890625, 402.7868957519531
1204, -2925.7639005184174, 2, 3.929070095000043, 115, 1107821,                                             1000000, 26.599164962768555, 401.56585693359375
1205, -3317.140021800995, 2, 9.747277329999974, 282, 1108103,                                             1000000, 26.523414611816406, 401.5659484863281
1206, -2948.750823020935, 2, 9.554482474999986, 270, 1108373,                                             1000000, 25.734098434448242, 401.23248291015625
1207, -4711.456377565861, 2, 17.61217101400007, 575, 1108948,                                             1000000, 26.236093521118164, 401.9244079589844
1208, -5090.05223852396, 2, 26.97828745600009, 930, 1109878,                                             1000000, 26.832233428955078, 401.90789794921875
1209, -3611.8310391902924, 2, 11.369573302000049, 338, 1110216,                                             1000000, 25.8831729888916, 402.0482177734375
1210, -3360.2743105888367, 2, 9.720038408999926, 308, 1110524,                                             1000000, 26.383590698242188, 401.1618957519531
1211, -3182.0635179281235, 2, 9.847828223000079, 322, 1110846,                                             1000000, 26.219249725341797, 401.6044616699219
1212, -9990.146535873413, 2, 45.66225091599995, 1506, 1112352,                                             1000000, 26.565879821777344, 402.88861083984375
1213, -4703.3887095451355, 3, 22.08342311199999, 731, 1113083,                                             1000000, 26.90007209777832, 403.2586364746094
1214, -3338.8992977142334, 2, 7.531697614999985, 248, 1113331,                                             1000000, 25.447946548461914, 399.44158935546875
1215, -3930.4831828475, 2, 15.85283588599998, 520, 1113851,                                             1000000, 26.359128952026367, 399.9944152832031
1216, -5200.8553384542465, 2, 31.275913373000094, 1034, 1114885,                                             1000000, 26.07861328125, 401.0904846191406
1217, -2590.208081305027, 3, 9.136198197999988, 292, 1115177,                                             1000000, 26.63497543334961, 401.2481689453125
1218, -5964.979302227497, 2, 36.24178455900005, 1215, 1116392,                                             1000000, 26.5439395904541, 401.0328369140625
1219, -8119.579744696617, 2, 47.04923643399991, 1501, 1117893,                                             1000000, 26.574560165405273, 402.17974853515625
1220, -7258.521375775337, 4, 53.12098985599994, 1730, 1119623,                                             1000000, 26.429664611816406, 400.6593322753906
1221, -2998.12899851799, 2, 6.978208212000027, 155, 1119778,                                             1000000, 26.054107666015625, 398.63897705078125
1222, -4318.76306784153, 2, 13.377161352999906, 372, 1120150,                                             1000000, 26.345842361450195, 402.31207275390625
1223, -4356.112756967545, 2, 19.2652393809999, 625, 1120775,                                             1000000, 27.27648162841797, 403.2178649902344
1224, -3623.907762527466, 2, 11.122417609999957, 351, 1121126,                                             1000000, 26.86857795715332, 402.1576843261719
1225, -4448.454679369926, 3, 24.470246779000036, 783, 1121909,                                             1000000, 27.950841903686523, 401.1868896484375
1226, -6621.241936326027, 2, 27.689299411000093, 870, 1122779,                                             1000000, 27.49713706970215, 401.8792724609375
1227, -9204.335402011871, 2, 48.078845297999806, 1521, 1124300,                                             1000000, 27.037803649902344, 401.9212951660156
1228, -4453.132190078497, 1, 32.50596769499998, 1085, 1125385,                                             1000000, 26.9781494140625, 401.9601135253906
1229, -6671.546414852142, 2, 21.23592256300003, 715, 1126100,                                             1000000, 27.36204719543457, 402.4562072753906
1230, -4822.291700720787, 3, 25.745776704000036, 874, 1126974,                                             1000000, 26.4964599609375, 400.45648193359375
1231, -3967.949787199497, 2, 11.126149786000042, 373, 1127347,                                             1000000, 27.00209617614746, 401.92266845703125
1232, -3141.3574833869934, 2, 5.71429387399985, 188, 1127535,                                             1000000, 27.497262954711914, 404.98406982421875
1233, -9499.27964746952, 2, 27.691562432999945, 934, 1128469,                                             1000000, 26.765541076660156, 402.2172546386719
1234, -2625.4430410265923, 2, 5.715936371999987, 188, 1128657,                                             1000000, 28.086200714111328, 404.28216552734375
1235, -3058.977301597595, 2, 5.336782652000011, 178, 1128835,                                             1000000, 27.498266220092773, 400.90301513671875
1236, -3078.977200984955, 2, 6.858807396999964, 195, 1129030,                                             1000000, 26.369075775146484, 401.76910400390625
1237, -2978.361604452133, 2, 5.713528003999954, 151, 1129181,                                             1000000, 27.51654624938965, 402.3868713378906
1238, -2861.037801504135, 2, 5.729080949000036, 167, 1129348,                                             1000000, 27.02788543701172, 403.4938659667969
1239, -5282.998988509178, 2, 27.878802526999834, 864, 1130212,                                             1000000, 27.30626106262207, 401.2994384765625
1240, -6989.59396982193, 4, 54.655592823999996, 1723, 1131935,                                             1000000, 27.273365020751953, 402.3659973144531
