episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1, -2471.2322811335325, 2, 46.733782435999956, 2390, 51224,                                             51224, 0.2636535167694092, 0.2658712863922119
2, -1213.6497777700424, 2, 28.39894001899995, 968, 52192,                                             52192, 0.4493442177772522, 4.158458709716797
3, -2832.6193991154432, 2, 37.9326758520001, 1306, 53498,                                             53498, 0.464514821767807, 8.162707328796387
4, -4683.250264510512, 4, 49.742585040999984, 1714, 55212,                                             55212, 0.5054976344108582, 13.814825057983398
5, -2990.103739708662, 2, 30.56887653900003, 1044, 56256,                                             56256, 0.5288669466972351, 19.08597183227539
6, -1488.0825367942452, 2, 25.765098620999993, 778, 57034,                                             57034, 0.5909611582756042, 22.661705017089844
7, -1649.5951726734638, 2, 24.717378395000082, 750, 57784,                                             57784, 0.6349549293518066, 25.4503116607666
8, -1450.0120742022991, 2, 23.92455909299997, 732, 58516,                                             58516, 0.6891286969184875, 28.210073471069336
9, -1297.923126488924, 2, 22.10391490199993, 664, 59180,                                             59180, 0.7380207180976868, 30.759126663208008
10, -4206.791926816106, 4, 49.586059538000086, 1514, 60694,                                             60694, 0.8267056941986084, 34.80753707885742
11, -3484.263712078333, 4, 49.16408531100001, 1514, 62208,                                             62208, 0.9417396187782288, 40.54902267456055
12, 70.2183940783143, 1, 6.531573174999949, 220, 62428,                                             62428, 0.9906098246574402, 43.745479583740234
13, -4057.5153101086617, 2, 37.75490584099998, 1291, 63719,                                             63719, 1.1041760444641113, 46.68465805053711
14, -2886.161226093769, 4, 50.18163871499996, 1720, 65439,                                             65439, 1.2471365928649902, 52.638607025146484
15, -1646.8227716609836, 4, 49.61570718299981, 1693, 67132,                                             67132, 1.3477617502212524, 58.520118713378906
16, -1796.530585899949, 4, 49.738435022999965, 1695, 68827,                                             68827, 1.446592092514038, 63.10607147216797
17, -2116.2287330180407, 4, 49.55845534900004, 1661, 70488,                                             70488, 1.5194263458251953, 67.57486724853516
18, -1861.672628507018, 1, 45.43749164699989, 1536, 72024,                                             72024, 1.6400710344314575, 71.71736145019531
19, -1771.1506443098187, 4, 49.82637003700006, 1637, 73661,                                             73661, 1.691155195236206, 75.60321044921875
20, -1249.5309776961803, 4, 50.83394900899998, 1686, 75347,                                             75347, 1.7540749311447144, 79.32330322265625
21, -965.2433433681726, 4, 49.28336829700015, 1619, 76966,                                             76966, 1.754325270652771, 82.74343872070312
22, -866.9637523218989, 4, 49.8236618410001, 1647, 78613,                                             78613, 1.821685791015625, 85.4151611328125
23, -992.5709686279297, 4, 50.47138613400011, 1683, 80296,                                             80296, 1.9287543296813965, 88.09771728515625
24, -886.6428522393107, 4, 49.236199183999815, 1635, 81931,                                             81931, 1.9422777891159058, 90.7713851928711
25, -613.2461172863841, 4, 49.820160534000024, 1623, 83554,                                             83554, 1.9983772039413452, 92.85356140136719
26, -477.14978920668364, 1, 42.81699789700019, 1418, 84972,                                             84972, 2.0339365005493164, 95.0075912475586
27, -564.329224511981, 4, 50.63298954400011, 1643, 86615,                                             86615, 2.094937801361084, 96.26998138427734
28, -647.0791814774275, 4, 50.02554896700008, 1638, 88253,                                             88253, 2.1423521041870117, 98.12953186035156
29, -391.31139834970236, 1, 32.3979019599999, 1058, 89311,                                             89311, 2.1050121784210205, 99.374267578125
30, -496.6417591050267, 1, 49.4167847839999, 1608, 90919,                                             90919, 2.0540380477905273, 99.98753356933594
31, -683.1517215743661, 4, 49.64426738600014, 1650, 92569,                                             92569, 2.1660237312316895, 101.68004608154297
32, -720.1990268304944, 4, 49.82275172899995, 1624, 94193,                                             94193, 2.23702335357666, 102.94435119628906
33, -822.6934604048729, 4, 49.28944896499979, 1629, 95822,                                             95822, 2.204676866531372, 103.43797302246094
34, -442.42423913627863, 4, 49.588088312999844, 1638, 97460,                                             97460, 2.1634161472320557, 104.42156982421875
35, -932.8483025729656, 4, 49.748424902999886, 1635, 99095,                                             99095, 2.2607107162475586, 105.12371826171875
36, -210.58826283365488, 1, 35.36438028199973, 1173, 100268,                                             100268, 2.245535135269165, 105.7261962890625
37, -581.4927759990096, 4, 50.375547932000245, 1651, 101919,                                             101919, 2.270777940750122, 105.84930419921875
38, -860.8626866787672, 4, 49.38229000299998, 1631, 103550,                                             103550, 2.2171216011047363, 106.64351654052734
39, -579.4739461168647, 4, 49.54781605599965, 1612, 105162,                                             105162, 2.212510108947754, 106.63159942626953
40, -621.8493824154139, 4, 49.38999349000005, 1627, 106789,                                             106789, 2.2125051021575928, 106.88390350341797
41, -727.8358844593167, 4, 49.38490081500004, 1569, 108358,                                             108358, 2.3179430961608887, 107.01524353027344
42, -746.5381376519799, 4, 50.413539265000054, 1655, 110013,                                             110013, 2.227376699447632, 107.03367614746094
43, -637.2511602193117, 4, 49.73629194200021, 1616, 111629,                                             111629, 2.2889347076416016, 107.64836883544922
44, 62.88009324669838, 1, 7.335846479999873, 237, 111866,                                             111866, 2.337803602218628, 107.70393371582031
45, -148.31475837528706, 1, 30.72441758299965, 998, 112864,                                             112864, 2.250393867492676, 107.0635986328125
46, -716.6404686868191, 4, 50.3851843729999, 1621, 114485,                                             114485, 2.2740535736083984, 106.97342681884766
47, -711.9173806980252, 4, 49.63970597400021, 1609, 116094,                                             116094, 2.25165057182312, 107.13591766357422
48, -226.53590382635593, 1, 42.603750137000134, 1357, 117451,                                             117451, 2.2341976165771484, 106.77656555175781
49, -933.0584950968623, 4, 49.59544570800017, 1599, 119050,                                             119050, 2.275015354156494, 106.49854278564453
50, -1046.1082861796021, 4, 50.180761179, 1619, 120669,                                             120669, 2.258819103240967, 106.52680206298828
